direction,group,area,type,vendor_name,normalized_name,slug,official_site,logo,logo_source_url,status,confidence,source,notes
ЭОМ,ЭОМ,ЭОМ,Российская строительная неделя,СегментЭнерго кабельный завод,СегментЭнерго кабельный завод,segmentenergo-kabelnyy-zavod,https://www.segmentenergo.ru,assets/img/logos/vendors/import-20260630/segmentenergo-kabelnyy-zavod.svg,https://segmentenergo.ru/wp-content/uploads/2021/10/se-logo-full-renew.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Российская строительная неделя, row 3. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Опоры освещения,УМЕКОН (Уральский завод металлоконструкций),УМЕКОН (Уральский завод металлоконструкций),umekon-uralskiy-zavod-metallokonstruktsiy,https://umecon.ru,assets/img/logos/vendors/import-20260630/umekon-uralskiy-zavod-metallokonstruktsiy.svg,https://umecon.ru/img/logo_umecon_black.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опоры освещения, row 33. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Российская строительная неделя,ЭЛЕКТРОТЕХМАШ КАБЕЛЬНЫЙ ЗАВОД,ЭЛЕКТРОТЕХМАШ КАБЕЛЬНЫЙ ЗАВОД,elektrotehmash-kabelnyy-zavod,https://elektrotm.ru,assets/img/logos/vendors/import-20260630/elektrotehmash-kabelnyy-zavod.png,https://elektrotm.ru/wp-content/uploads/2022/02/eltm-logo-black-new.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Российская строительная неделя, row 19. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,"""ParkSeason EXPO - 2026""",Электрик АРТ,Электрик АРТ,elektrik-art,https://electric-art.ru/contacts/,assets/img/logos/vendors/import-20260630/elektrik-art.svg,https://electric-art.ru/local/templates/elarts/img/logo-desk.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ""ParkSeason EXPO - 2026"", row 7. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электро 2025,Электрощит,Электрощит,elektroschit,https://elektro-shield.ru,assets/img/logos/vendors/import-20260630/elektroschit.png,https://elektro-shield.ru/wp-content/uploads/2024/02/logo-old.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электро 2025, row 25. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Кабель,Камский кабель,Камский кабель,kamskiy-kabel,https://kamkabel.ru,assets/img/logos/vendors/import-20260630/vse-zaprosy-rasschityvaem-individualno-po-kazhdoy-marke-svoi-min-partii-otgruzka-tolko-s-zavoda.svg,https://kamkabel.ru/upload/uf/f58/8nz4meyb9y2zg9pd7gmaiy2e1r01v9ax.svg,logo_ready,high,supplier_import_20260630_official_site,"Corrected supplier-table note row to official vendor name from kamkabel.ru. Original sheet: Кабель, row 11. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,опоры освещения и дорожное ограждение,опоры освещения и дорожное ограждение,opory-osvescheniya-i-dorozhnoe-ograzhdenie,https://www.zavod-npt.ru,assets/img/logos/vendors/import-20260630/opory-osvescheniya-i-dorozhnoe-ograzhdenie.png,https://www.zavod-npt.ru/upload/img/logo_NPT_120x120.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 49. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Кабель,"от 0,250 км, предоплата, самовывоз","от 0,250 км, предоплата, самовывоз",ot-0-250-km-predoplata-samovyvoz,https://podolskkabel.ru,assets/img/logos/vendors/import-20260630/ot-0-250-km-predoplata-samovyvoz.png,https://podolskkabel.ru/i/logo-sign.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Кабель, row 15. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Кабель,Компания «Рыбинсккабель»,Компания «Рыбинсккабель»,rybinskkabel,https://rkz.ru,assets/img/logos/vendors/import-20260630/prays-lista-net-kazhduyu-zayavku-rassmatrivayut-individualno-dostavku-mogut-sdelat-platnuyu-otgruzka-tolko-s-zavoda.png,https://rkz.ru/f/1/global/i/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Corrected supplier-table note row to official vendor name from rkz.ru. Original sheet: Кабель, row 8. Logo source: official site."
ЭОМ,Электрооборудование,ИБП,ИБП и защита электропитания,Ippon,Ippon,ippon,https://ippon.ru/,assets/img/logos/partners/ippon.svg,https://static.ippon.ru/img2023/Logo.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,ИБП,ИБП и защита электропитания,Socomec,Socomec,socomec,https://www.socomec.com/,assets/img/logos/partners/socomec.png,https://www.socomec.com/assets/images/logo-blue.png,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Кабеленесущие системы,Электрика и кабеленесущие системы,DKC,DKC,dkc,https://www.dkc.ru/,assets/img/logos/partners/dkc.svg,https://www.dkc.ru/ru/,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Электротехника,Электротехническое оборудование,DEKraft,DEKraft,dekraft,https://www.dek.ru/,assets/img/logos/partners/dekraft.svg,https://www.dek.ru/logos/dekraft.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Электротехника,Электротехническое оборудование,EKF,EKF,ekf,https://ekfgroup.com/,assets/img/logos/partners/ekf.svg,https://ekfgroup.com/images/logo-ekf.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Электротехника,Электротехническое оборудование,IEK,IEK,iek,https://www.iek.ru/,assets/img/logos/partners/iek.svg,https://www.iek.ru/upload/iek.site/b44/a1tm25v7x3thqaw3ecskvvcn5yi8kwaz/logo.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Электротехника,Электротехническое оборудование,TDM Electric,TDM Electric,tdm-electric,https://tdme.ru/,assets/img/logos/partners/tdm-electric.svg,https://tdme.ru/img/logo.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ / освещение,ЭОМ / освещение,ЭОМ / освещение,ЭОМ / освещение,Ардатовский светотехнический завод,Ардатовский светотехнический завод,ardatovskiy-svetotehnicheskiy-zavod,https://astz.ru/,assets/img/logos/partners/ardatov-lighting-plant.png,https://astz.ru/upload/files/brand/logo%20ASTZ.zip,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Электрика / автоматизация,Электрика / автоматизация,Электрика / автоматизация,Электрика / автоматизация,Schneider Electric,Schneider Electric,schneider-electric,https://schneider-russia.com/,assets/img/logos/partners/schneider-electric.svg,https://schneider-russia.com/uploads/images/logo-w1.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Электрика / кабель,Электрика / кабель,Электрика / кабель,Электрика / кабель,Кабельный Альянс,Кабельный Альянс,kabelnyy-alyans,https://holdcable.com/,assets/img/logos/partners/kabelnyy-alyans.png,https://holdcable.com/images/logo.png,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Электрика / слаботочная инфраструктура,Электрика / слаботочная инфраструктура,Электрика / слаботочная инфраструктура,Электрика / слаботочная инфраструктура,ITK,ITK,itk,https://itk-group.ru/,assets/img/logos/partners/itk.svg,https://itk-group.ru/local/templates/itk-group-2025/images/logo_new-dark.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
